,Maximum Pressure(predicted),Maximum Pressure,Crank Angle at Maximum Pressure(predicted),Crank Angle at Maximum Pressure,Maximum Rate of Pressure Rise(predicted),Maximum Rate of Pressure Rise,BMEP(predicted),BMEP,IMEP(predicted),IMEP,BSFC(predicted),BSFC,BSNOx(predicted),BSNOx,BSCO(predicted),BSCO
1113,50.976795,49.6,23.400562,23.96,1.7335955,1.89,10.335666,10.41,12.124048,11.72,299.87527,301.8,4.633617,4.58,233.5641,237.4
2094,40.508755,44.3,28.11432,29.0,1.754504,1.37,7.758135,9.07,12.019405,11.35,376.8638,375.7,3.150511,2.67,357.56866,358.4
582,41.851257,42.6,28.488811,26.87,1.9121325,1.54,9.992088,8.92,10.909327,10.51,305.875,304.1,4.2982492,3.55,221.51515,219.9
1718,32.93407,30.0,37.605827,35.38,-0.0901109,0.72,8.206206,7.02,8.508464,9.06,410.03418,411.2,2.1891365,1.93,374.3471,373.0
1737,38.79662,38.5,33.567856,33.95,0.49932683,1.0,10.529702,9.09,10.712645,11.46,371.7845,376.8,2.1222289,2.31,337.53113,342.7
1455,60.85534,58.9,19.049505,20.07,2.3647447,2.5,10.347492,10.36,11.963699,12.38,312.06696,313.7,4.7972646,4.31,272.12045,274.5
1166,39.958252,39.5,29.92051,31.44,0.8968916,1.19,10.315072,9.86,11.536248,11.22,318.86093,321.3,3.5747154,3.65,248.34789,250.2
1748,41.055836,39.3,33.020313,34.57,0.70710975,1.02,11.215036,9.35,11.330477,11.78,368.03802,374.2,2.2129595,2.29,332.6441,339.8
1306,53.31386,53.3,23.46592,24.71,1.8361493,2.0,10.79077,10.97,12.448428,12.89,309.24347,307.4,4.5473166,4.35,248.78595,248.8
776,42.773247,38.6,28.230675,29.48,1.7123327,1.21,10.159906,9.43,11.313214,10.43,306.7645,306.7,4.299745,3.49,224.33278,225.4
973,43.66339,43.3,27.58479,28.97,1.2948098,1.49,10.351336,10.51,11.90525,11.55,305.0755,305.4,4.226989,4.75,227.02536,223.8
561,41.81248,42.0,28.327925,26.82,2.2228966,1.49,9.549643,8.87,10.297121,10.37,306.70734,304.8,4.463797,3.33,220.21472,221.2
1215,66.680214,66.5,15.806252,14.94,2.8301396,3.34,10.038013,10.15,12.223585,12.02,301.07297,302.7,5.7802997,5.74,253.76762,251.4
924,53.153908,52.7,22.67697,22.22,1.9439483,2.23,10.55299,10.63,12.548728,11.77,295.31992,294.0,5.0200543,5.21,222.72984,222.0
1352,39.98476,41.5,30.78261,31.96,0.7926621,1.22,10.449917,10.12,11.498775,11.97,331.24796,331.9,3.2632384,3.45,268.43686,269.7
2048,51.470222,54.1,20.80453,22.0,2.637203,2.1,7.697473,9.56,12.357003,11.85,349.8981,352.7,4.2106824,3.48,334.9272,338.8
2095,41.274467,44.3,27.877037,29.0,1.7343086,1.38,8.232192,9.28,11.997409,11.49,370.90918,373.5,3.0555975,2.57,351.2748,354.5
1936,37.419186,37.7,34.339207,35.06,0.7178937,0.95,9.9931345,9.05,11.258243,11.32,389.87845,392.3,2.0496254,2.18,363.24023,362.5
1842,52.27101,53.0,22.082123,22.0,2.0497253,2.09,8.213652,9.08,10.591849,11.28,348.09503,347.2,3.9645498,3.83,329.1065,327.6
740,50.831913,48.7,23.598051,22.98,2.2511032,1.95,10.455238,9.84,12.012958,10.95,293.26993,293.2,4.9242263,4.19,216.26614,217.3
963,42.65999,41.6,28.286127,29.31,1.1079063,1.4,10.114787,10.07,11.78473,11.13,310.58536,308.5,4.187048,4.57,232.62845,229.4
1270,64.706825,65.3,17.649483,18.77,2.7288396,2.97,11.377122,11.4,13.304612,13.46,294.48608,296.8,5.414498,5.07,240.1729,241.7
762,42.547344,38.3,28.404749,29.51,1.7036816,1.19,9.898071,9.29,11.087772,10.33,309.70477,307.8,4.365488,3.47,226.68568,226.5
1064,61.03512,59.7,18.561037,18.24,2.4974744,2.76,10.361884,10.55,12.63404,12.03,293.0499,294.4,5.6566386,5.21,229.26479,232.3
554,41.43899,41.3,28.413477,27.35,2.4316146,1.43,9.308026,8.83,9.888695,10.32,307.13416,305.3,4.5412154,3.17,218.87337,220.8
1547,40.592113,40.5,32.080666,33.27,0.73228264,1.11,10.829191,9.77,11.420632,11.95,352.0656,352.1,2.726745,2.7,303.42603,303.1
877,61.95733,63.6,17.977583,16.83,2.882873,3.19,10.568751,10.97,12.928151,12.26,285.16516,286.5,6.0003705,5.89,214.07225,212.3
556,41.58084,41.9,28.278667,27.16,2.615904,1.46,9.370448,8.95,9.825764,10.51,305.23016,303.0,4.5674586,3.42,216.08481,213.7
1077,62.2401,60.1,18.204609,18.71,2.6006632,2.77,11.026,10.78,13.053742,12.12,289.72052,293.0,5.4690466,5.31,229.23341,231.1
1143,37.334404,37.7,30.903168,31.2,0.59515417,1.11,9.274676,9.37,10.802455,10.74,327.2607,325.4,3.6542375,3.59,254.88809,254.0
1467,64.70121,62.5,18.277565,19.82,2.6627622,2.69,11.545699,10.88,13.008405,13.1,308.64658,310.2,4.837641,4.32,269.49387,271.1
1276,64.26773,65.8,17.807858,18.78,2.7190692,3.0,11.495551,11.46,13.291675,13.53,293.79922,296.7,5.2963047,5.04,240.59464,242.1
1296,47.538998,48.4,24.364878,25.18,1.4063772,1.74,9.22238,10.05,10.861348,11.76,312.8081,314.2,4.2390065,4.32,256.54565,257.0
717,50.683174,48.0,23.397636,23.01,2.3455863,1.9,9.905543,9.63,11.498476,10.79,295.53998,294.5,5.1055517,4.17,217.76126,218.6
1554,40.91774,40.1,32.002228,33.35,0.7662333,1.09,10.980659,9.69,11.482247,11.83,351.84808,352.4,2.6765132,2.74,304.45798,303.4
1551,40.50868,40.0,32.006092,33.36,0.7342698,1.09,10.865363,9.67,11.387881,11.81,351.43793,352.5,2.6614573,2.73,304.1572,303.6
2008,65.66532,65.0,15.26316,17.0,3.5169003,3.03,9.009596,9.96,13.412124,12.29,336.9146,340.5,5.210249,4.29,324.1649,327.0
741,50.496765,48.3,23.760689,23.07,2.0095663,1.92,10.47087,9.72,12.175738,10.87,294.3287,293.9,4.84882,4.17,218.66402,218.5
2111,28.21567,22.9,42.461906,41.0,0.40147945,0.45,5.9827304,5.91,10.42523,7.66,484.31924,487.5,2.6311426,1.39,455.21887,455.4
1478,63.42007,64.1,18.621698,19.71,2.6198642,2.78,11.70645,11.11,12.983689,13.43,305.27948,309.0,4.6635685,4.28,266.03738,269.9
1129,51.169754,51.4,23.657316,23.72,1.8147553,2.01,10.789484,10.7,12.360295,12.16,298.43524,299.6,4.5385785,4.54,231.67809,233.2
1017,63.309578,62.4,16.651783,13.64,2.6046126,3.2,9.542468,9.44,11.923336,10.99,295.2199,299.6,5.8765435,5.81,238.92685,238.5
1122,50.76312,49.8,23.453615,23.86,1.7567153,1.91,10.551327,10.49,12.179278,11.78,298.23178,301.3,4.502885,4.61,233.25859,236.4
703,48.882385,44.4,23.630335,23.51,2.4541054,1.66,9.070317,9.27,10.497621,10.21,297.36255,297.1,5.2026067,4.05,217.93037,219.6
768,42.61373,38.4,28.378862,29.54,1.6280571,1.19,10.019531,9.31,11.2524605,10.35,309.04303,307.7,4.32322,3.47,226.69635,226.5
865,58.42619,59.7,19.031965,17.52,2.5722268,2.91,9.813123,10.17,12.120565,11.67,288.35687,289.3,5.82877,5.61,217.07144,216.1
1418,74.38908,71.1,13.787704,14.56,3.3594635,3.54,11.514382,10.84,13.480213,13.01,304.2781,306.6,5.8185143,4.9,267.65405,269.5
1161,39.37559,38.8,29.861126,31.53,0.83884335,1.16,10.114201,9.76,11.375874,11.04,318.2628,322.0,3.5503874,3.72,248.34814,251.2
2109,28.572102,19.6,44.911083,42.0,0.39084804,0.36,5.417779,4.9,10.438444,6.63,516.9646,531.8,2.925597,1.27,486.4101,494.6
1151,39.447342,39.2,30.181976,31.58,0.8024139,1.18,9.941831,9.79,11.427992,11.14,320.91113,322.0,3.7481964,3.65,246.78493,251.1
905,48.378803,49.2,23.771336,23.02,1.7441723,2.0,9.422439,9.8,11.297164,11.24,296.75684,297.6,4.8912177,4.82,222.39752,224.2
581,41.617912,42.8,28.354774,26.73,2.0855129,1.54,9.925685,8.97,10.691652,10.59,303.5861,304.0,4.306417,3.5,218.4141,219.9
1995,50.703503,50.9,20.111843,19.0,2.6200209,2.2,5.585565,7.88,10.734716,9.99,360.7666,362.1,4.748318,4.29,346.1297,348.7
918,52.28812,51.9,22.734404,22.37,1.8637779,2.17,10.29941,10.47,12.353565,11.65,294.80447,294.4,5.011164,5.19,222.02927,221.5
1361,40.591103,41.7,30.468805,31.95,0.8694587,1.23,10.654763,10.16,11.567591,12.03,329.73984,331.6,3.2017426,3.46,268.97736,269.4
583,41.75066,42.8,28.512106,27.18,2.1879036,1.53,10.006639,9.02,10.6882715,10.68,304.23285,303.0,4.322202,3.58,218.05598,216.1
962,43.22793,42.2,27.815351,29.21,1.3264363,1.43,10.124114,10.23,11.653554,11.3,307.18878,308.0,4.2683506,4.51,228.23218,230.0
2044,50.989407,52.6,21.190664,23.0,2.5319731,2.02,7.590919,9.48,12.042008,11.67,351.51352,353.2,4.176274,3.43,335.97504,337.5
750,41.28697,37.1,28.586367,30.08,1.6985444,1.12,9.375614,9.08,10.514619,10.07,310.97418,309.9,4.397065,3.41,227.3615,228.0
2079,35.20813,37.9,30.294353,30.0,1.3140897,1.09,6.079183,8.07,10.477316,10.09,392.73114,390.6,3.1087031,2.46,371.9539,372.0
957,41.583965,40.9,28.373978,29.49,1.0436038,1.36,9.842673,9.9,11.534741,11.01,309.67795,309.6,4.156637,4.46,231.5444,230.7
2080,36.127216,39.5,29.252838,30.0,1.4213053,1.17,6.442725,8.56,10.790932,10.57,382.8648,383.4,3.0799375,2.46,362.85568,363.3
2051,52.420956,55.2,20.674809,22.0,2.6899624,2.15,8.066133,9.69,12.603794,12.01,348.51117,351.5,4.1983743,3.5,333.5184,337.5
2102,42.337566,44.9,27.899078,29.0,1.7803191,1.4,8.590296,9.26,12.212781,11.53,371.39713,373.8,3.061364,2.61,351.57953,356.7
1878,37.368465,39.5,29.936052,28.56,0.9627664,1.21,6.8152432,7.95,9.177256,10.02,379.91583,377.6,2.9377968,2.8,356.63992,353.1
2030,35.190155,36.1,27.967144,25.0,1.5761882,1.2,3.7454047,6.66,9.303266,8.59,396.43338,394.4,3.827874,3.05,377.98758,375.9
1903,49.868046,50.5,25.871656,26.87,1.7061894,1.68,10.710998,10.16,11.862648,12.53,348.40503,350.9,2.995529,3.07,326.53543,326.6
1110,51.14277,49.4,23.536674,24.02,1.7226951,1.88,10.264525,10.34,12.113976,11.67,302.2401,302.4,4.6919184,4.56,235.309,238.0
2063,54.237976,56.9,21.30598,22.0,2.6261055,2.25,9.294961,9.89,12.852643,12.27,346.01358,349.6,3.987759,3.54,329.59384,336.0
872,60.662655,61.4,18.456106,17.21,2.655389,3.03,10.338388,10.52,12.703739,11.89,287.49637,289.2,5.87969,5.62,217.5858,218.9
1413,68.20318,66.2,15.305721,14.88,2.9248364,3.24,10.370095,10.15,12.226047,12.14,306.32028,311.0,5.444982,5.0,270.78116,273.7
1676,63.29149,63.1,19.468924,20.3,2.5560055,2.62,11.924797,10.81,12.827936,13.36,318.13605,322.4,4.2120037,3.9,289.85413,297.0
2129,30.425547,31.9,37.53289,37.98,0.7731782,0.74,7.7104325,7.92,11.666514,10.02,428.373,430.5,2.2488244,1.69,402.9535,406.7
1305,52.058537,52.4,23.754837,25.0,1.730325,1.96,10.500542,10.64,12.095311,12.55,311.64612,310.0,4.3920326,4.39,254.0414,254.1
1998,54.92834,54.9,18.582304,18.0,2.8551896,2.42,6.532648,8.5,11.414299,10.65,352.2735,354.9,4.8729978,4.34,338.1861,342.4
710,50.315372,47.2,23.263103,22.93,2.573262,1.85,9.558728,9.59,11.003918,10.67,295.08575,294.7,5.217795,4.16,215.82076,218.0
1145,38.597572,38.7,30.565742,31.05,0.70519453,1.16,9.614159,9.63,11.190528,11.02,324.17505,323.3,3.774347,3.63,249.39598,251.7
1318,52.704098,54.1,23.467123,24.71,1.8500456,2.04,11.023461,11.1,12.426215,13.06,306.16824,306.6,4.3205967,4.38,248.49586,247.9
1663,64.928276,63.4,18.564644,20.29,2.654424,2.65,11.765719,10.89,12.848273,13.44,317.5354,321.8,4.419087,3.9,289.7434,295.4
2119,28.761175,28.7,38.90526,38.98,0.55694854,0.63,7.0060663,7.41,10.946035,9.31,441.01828,442.8,2.2916937,1.61,414.4097,415.0
1500,51.90026,50.3,24.551031,25.95,1.6517724,1.77,10.617732,10.3,11.789809,12.39,326.47113,324.9,3.8714347,3.57,282.4932,282.2
955,42.681225,42.0,28.034077,29.29,1.5242366,1.42,9.944186,10.17,11.2903385,11.32,307.57266,307.4,4.3032413,4.54,226.76628,225.5
1147,39.53356,39.6,30.265257,30.89,0.7931723,1.21,9.854928,9.84,11.445092,11.27,321.75558,320.6,3.8528118,3.76,245.6434,246.1
821,63.129166,62.4,16.934328,12.79,2.732786,3.32,9.6372385,9.28,12.1603,10.77,291.26334,294.4,6.205376,5.88,225.73135,224.3
1926,33.709473,34.8,35.43456,35.51,0.51734924,0.84,8.420457,8.32,10.353656,10.47,403.1552,403.2,2.169281,2.11,376.34952,374.8
1325,51.460506,54.1,23.672363,24.87,1.7885743,2.05,10.987772,10.97,12.220716,12.97,305.09882,308.2,4.1098633,4.31,249.97328,252.9
1932,34.715572,36.3,34.754406,35.27,0.6165419,0.89,9.031298,8.67,10.82319,10.88,394.5648,397.4,2.080575,2.21,368.24463,369.2
1255,59.63401,59.9,18.79717,19.77,2.3314457,2.63,9.916569,10.68,12.002231,12.49,299.6974,300.8,5.3010955,5.06,245.14078,244.5
1505,53.136974,52.1,24.258776,25.79,1.7696794,1.85,11.082778,10.59,12.200488,12.8,323.4722,323.0,3.9027584,3.54,278.63358,280.4
2077,34.915737,37.5,30.025354,31.0,1.3028994,1.08,6.0810294,8.22,10.415768,10.17,388.73187,388.6,3.0674615,2.42,368.13318,367.9
2036,43.68233,45.2,23.969213,24.0,2.0208673,1.63,5.8980722,8.27,10.495026,10.3,366.11444,367.6,3.9480338,3.32,349.0419,352.5
920,53.16386,53.0,22.463223,22.19,2.1141653,2.25,10.398651,10.72,12.354364,11.89,293.8632,293.3,5.1184363,5.2,219.78107,220.1
571,42.290104,42.8,28.326723,27.18,2.4350526,1.52,9.837309,9.01,10.415879,10.66,305.0095,303.0,4.459973,3.54,217.29007,216.1
1101,47.989113,47.6,24.18402,24.32,1.4668311,1.79,9.34945,9.85,11.269952,11.28,305.47482,305.8,4.593046,4.42,239.3641,241.4
2103,42.769238,45.0,28.09533,29.0,1.7976117,1.4,8.638046,9.18,12.319723,11.49,374.74405,374.4,3.1006846,2.68,354.78903,357.9
1213,67.74328,67.3,15.579895,14.69,2.8998,3.38,10.130266,10.41,12.454742,12.26,300.41595,300.2,5.9726377,5.65,250.16626,246.8
1308,52.184807,53.0,23.688013,24.98,1.7547059,2.0,10.657224,10.72,12.187332,12.68,310.2521,309.4,4.342733,4.44,253.15277,252.8
562,42.08236,42.5,28.221981,27.16,2.5653832,1.5,9.595787,8.99,10.104781,10.61,304.90656,303.0,4.535069,3.46,216.35255,215.6
713,50.900703,48.0,23.279867,22.9,2.5994992,1.9,9.766663,9.69,11.222929,10.8,295.55026,293.9,5.225849,4.19,216.11598,217.6
1163,39.892124,39.4,29.94501,31.46,0.88343173,1.19,10.257127,9.86,11.531889,11.22,318.8737,321.5,3.613812,3.63,247.48183,250.8
1341,37.555965,39.5,31.438677,32.13,0.5658703,1.13,9.630249,9.72,10.79627,11.43,336.23532,335.2,3.2253296,3.45,273.74585,272.4
1922,32.675194,33.8,35.866135,35.61,0.44354397,0.82,8.006507,8.12,10.008162,10.25,407.32614,407.3,2.1921327,2.01,380.26047,377.9
759,42.506847,38.3,28.449013,29.48,1.7304035,1.19,9.826091,9.27,11.000834,10.31,310.41443,307.9,4.3905973,3.48,227.03925,226.3
938,34.12219,35.3,30.955658,30.85,0.38776246,1.07,8.124748,8.43,9.916766,9.84,322.43344,322.5,3.8546436,3.48,244.37181,241.6
964,44.099518,43.0,27.70604,29.04,1.5001587,1.47,10.270452,10.44,11.726338,11.5,307.48206,305.8,4.340571,4.7,227.54097,224.2
1288,43.493717,43.6,25.920637,26.17,1.0852787,1.48,8.219587,9.28,9.862821,10.86,321.2488,321.8,4.127098,3.96,264.06693,264.1
1513,52.499527,53.4,24.135197,25.64,1.7783645,1.92,11.200294,10.8,12.1762295,13.12,318.83554,321.2,3.788195,3.6,274.57712,276.9
1957,65.85564,63.7,14.838534,14.0,3.5219622,3.25,7.762591,8.78,12.486194,10.95,345.87778,348.0,5.6195207,5.13,333.29657,334.4
930,53.18863,53.1,22.639437,22.15,1.9686075,2.25,10.682265,10.69,12.576139,11.84,294.32126,293.5,4.956789,5.29,222.62924,220.5
958,43.26827,42.4,27.810547,29.17,1.5328382,1.44,10.058037,10.29,11.439556,11.4,306.88266,306.4,4.321029,4.65,226.50372,223.9
904,48.773266,49.8,23.752115,22.91,1.9406732,2.04,9.465867,9.93,11.216025,11.39,296.7758,295.8,4.950055,4.94,221.09622,219.3
1552,41.160942,41.3,31.783596,33.13,0.80466956,1.15,10.994619,9.93,11.545369,12.19,349.5342,350.3,2.7562206,2.78,300.57126,299.4
2127,29.888218,31.5,37.866707,38.0,0.744671,0.72,7.3602886,7.74,11.517334,9.84,433.51547,433.3,2.3111334,1.71,408.0035,409.7
1054,54.576836,55.7,20.749695,18.8,1.9434323,2.53,9.035613,9.63,11.297256,11.27,302.0019,300.0,5.312653,5.07,238.6521,237.0
1327,32.86089,33.0,32.814934,33.99,0.18781058,0.84,7.892394,8.5,9.144694,9.93,348.39233,350.2,3.2064366,3.0,286.6714,283.6
1446,51.257065,50.0,22.01964,20.87,1.6649456,2.04,8.426626,8.85,9.84136,10.66,322.6078,326.2,4.264631,4.29,284.16,285.5
564,42.125664,42.2,28.375462,26.82,2.2016804,1.51,9.671852,8.89,10.451369,10.42,307.36353,304.3,4.462154,3.42,220.9386,219.8
1249,53.7263,53.9,20.803757,20.3,1.8735892,2.27,8.753412,9.68,10.690789,11.37,308.58444,308.6,4.9260535,4.86,256.17505,254.3
1114,51.90672,51.2,23.486061,23.79,1.8077496,2.0,10.559265,10.67,12.423867,12.1,299.98856,299.4,4.7927675,4.62,229.97443,231.6
2032,40.83056,41.6,25.419727,25.0,1.809636,1.46,5.260494,7.74,9.923481,9.71,375.2397,374.7,3.865367,3.21,357.3225,356.6
939,33.958084,34.7,31.210503,30.93,0.36286402,1.04,8.159439,8.32,9.895699,9.69,324.7369,323.4,3.7839532,3.51,247.86642,241.7
925,53.93943,54.3,22.044714,21.97,2.321791,2.33,10.517469,11.01,12.381876,12.15,291.383,291.2,5.1873145,5.4,216.81787,214.9
580,41.58238,42.8,28.36877,27.18,2.2529092,1.53,9.909816,9.02,10.540556,10.68,302.8984,303.0,4.3321347,3.58,216.58093,216.1
558,41.59928,41.6,28.38663,26.83,2.233778,1.47,9.449386,8.84,10.178824,10.31,307.19727,304.7,4.4774327,3.32,220.43489,220.1
926,53.4078,53.7,22.140688,22.08,2.0991879,2.29,10.500099,10.84,12.472884,11.98,291.23352,292.9,5.087414,5.24,218.08832,220.0
936,52.71274,53.2,22.591997,22.13,1.9600244,2.26,10.729945,10.7,12.492334,11.85,292.2545,293.3,4.8489923,5.31,221.96182,220.0
1258,62.360626,61.9,18.164776,19.65,2.5257828,2.76,10.471753,10.97,12.587291,12.85,298.57,299.2,5.4506483,5.05,243.43619,243.4
1755,42.021206,39.0,33.349045,34.66,0.75121033,1.01,11.463157,9.24,11.564812,11.67,372.3843,375.2,2.2654634,2.31,336.30508,341.2
1515,51.851307,51.8,24.397554,25.85,1.7154752,1.83,11.139708,10.54,12.047101,12.75,320.59546,323.1,3.6671119,3.59,278.22186,280.8
1603,65.04489,64.1,17.423138,15.99,2.6272583,3.07,9.788059,9.52,11.295663,11.76,326.3867,326.8,4.9445634,4.63,300.21448,301.5
1309,53.064137,53.7,23.382015,24.71,1.8379681,2.02,10.846303,11.02,12.434207,12.97,307.33206,307.0,4.478141,4.37,247.68544,248.1
1342,39.146843,40.5,31.10121,32.55,0.6993529,1.16,10.03335,10.07,11.276549,11.8,333.35422,332.1,3.3964188,3.46,267.57672,266.2
1468,65.306404,64.6,18.18538,19.63,2.7180808,2.82,11.700578,11.2,13.197641,13.54,307.29202,308.1,4.942232,4.32,265.90756,267.2
917,52.69148,52.6,22.53517,22.29,2.1039202,2.21,10.283453,10.62,12.218564,11.82,293.72073,293.8,5.1034107,5.12,219.5487,221.3
774,42.5911,38.4,28.376966,29.56,1.5412306,1.19,10.123739,9.32,11.401865,10.35,308.44818,307.5,4.2766595,3.47,226.7945,226.4
1916,30.418982,29.6,38.1127,37.13,0.24996728,0.68,7.041044,7.08,9.348591,9.1,430.25653,428.0,2.2944388,1.85,401.78055,395.1
722,51.199142,48.6,23.406656,22.92,2.546246,1.95,10.097995,9.8,11.565652,10.93,295.0656,293.3,5.14467,4.2,215.9866,217.2
1272,63.994835,64.9,17.95079,19.02,2.6663575,2.98,11.328245,11.13,13.134073,13.22,297.09702,299.2,5.234115,5.1,246.0245,247.4
1082,61.72438,61.1,18.309772,18.62,2.6138194,2.84,11.096331,10.92,13.059793,12.32,287.2361,292.0,5.4401317,5.24,225.50552,229.8
2037,43.62495,45.2,24.169058,24.0,2.0299091,1.64,5.8424697,8.19,10.540521,10.24,368.8252,368.7,3.9693348,3.37,351.71518,354.0
2022,66.18929,67.8,16.043491,17.0,3.5113454,3.2,9.803445,10.07,13.908517,12.55,338.33728,340.5,5.0467567,4.44,324.9431,329.1
1920,31.425224,31.7,36.761265,35.92,0.36279562,0.74,7.4331427,7.58,9.647472,9.63,417.24203,416.7,2.256447,1.97,389.7075,386.4
2055,52.91246,56.0,20.835754,22.0,2.7047093,2.2,8.350844,9.69,12.782886,12.07,348.97498,351.4,4.1668167,3.61,333.78586,337.8
1640,49.92221,49.1,23.88556,21.66,1.4815282,1.94,8.332433,8.34,9.348582,10.45,343.59436,344.7,3.774145,3.8,315.80618,317.8
1538,38.606945,39.4,32.558685,33.39,0.5583918,1.08,10.193104,9.57,10.899083,11.66,354.57205,353.9,2.7216475,2.66,305.1485,304.8
1469,64.87241,63.7,18.186756,19.73,2.6892707,2.76,11.64374,11.06,13.092979,13.35,306.96933,309.2,4.860079,4.28,267.01544,270.1
937,34.640858,35.9,30.997126,30.75,0.43166235,1.11,8.185567,8.54,10.022224,9.99,323.2937,321.1,3.948543,3.54,243.54721,238.6
733,50.819653,49.1,23.303368,22.81,2.5941625,1.98,10.242831,9.96,11.595438,11.04,291.19034,290.9,5.049682,4.45,212.33711,210.1
2133,31.63711,32.7,37.40152,36.99,0.8448032,0.76,8.027667,7.96,11.933135,10.13,428.7003,428.4,2.2817655,1.76,403.27417,405.6
1672,63.91427,63.6,19.137945,20.22,2.6005025,2.65,11.912992,10.95,12.869404,13.5,317.30273,321.5,4.292251,3.88,288.80093,295.5
779,42.787334,38.6,28.295866,29.48,1.6515788,1.21,10.219749,9.43,11.4099455,10.43,307.1422,306.7,4.278896,3.49,225.01588,225.4
2006,63.05839,63.4,15.546874,17.0,3.4234977,2.92,8.252826,9.68,13.031629,12.0,338.2761,343.4,5.1812644,4.29,325.8594,331.8
1109,51.0477,50.1,23.337679,23.98,1.7326223,1.93,10.218969,10.46,12.133044,11.84,299.15735,301.7,4.7606006,4.52,230.38046,237.0
1943,39.30551,37.7,34.265903,35.05,0.7965493,0.94,10.5076685,9.02,11.563092,11.27,390.79248,392.7,2.0877087,2.18,363.8854,365.2
1496,51.148354,50.1,24.435404,25.95,1.6048255,1.77,10.247822,10.27,11.513891,12.35,325.22787,325.4,3.9366097,3.51,280.209,282.4
1271,64.34919,65.2,17.71135,18.91,2.702108,2.98,11.336851,11.27,13.207805,13.34,295.0291,298.5,5.3296347,5.0,242.32092,246.5
2126,29.595707,31.2,37.78544,37.98,0.71595275,0.71,7.388206,7.79,11.437174,9.86,430.8577,433.1,2.2624424,1.67,405.3324,408.8
869,60.0543,60.4,18.752825,17.38,2.57539,2.96,10.175841,10.32,12.571926,11.74,289.308,289.9,5.872347,5.57,218.9978,219.3
916,53.041412,53.2,22.496819,22.19,2.3233676,2.25,10.285278,10.76,12.098176,11.98,293.81223,292.1,5.1891394,5.29,218.14896,215.6
1844,55.825123,56.3,20.79996,20.95,2.2726753,2.26,8.977797,9.66,11.243648,11.96,341.90103,341.7,4.0904894,3.79,323.51178,322.2
2016,65.7756,67.0,15.487362,17.0,3.566037,3.14,9.274076,9.97,13.800374,12.43,338.0361,341.2,5.1702085,4.43,325.4111,329.7
1217,69.95899,69.5,14.682379,14.64,3.0761802,3.53,10.590446,10.64,12.893743,12.55,296.63736,299.8,6.032376,5.58,247.67645,249.2
1281,63.016792,65.5,18.270155,18.24,2.628012,3.02,11.469659,11.2,13.093731,13.32,295.69858,298.7,5.049426,5.13,245.83313,246.7
1484,41.242607,41.3,27.877861,26.91,0.8512191,1.37,8.0270405,8.55,9.155159,10.35,341.80627,341.7,3.4805493,3.34,297.65582,296.8
2071,30.751188,31.8,32.982502,32.0,0.97439665,0.85,4.963805,7.08,9.534695,8.92,412.3852,410.0,3.0243766,2.19,389.9963,387.7
1992,44.553905,44.5,22.52822,19.0,2.3418195,1.84,4.091685,6.91,9.998161,8.94,377.94577,377.1,4.6408806,4.19,362.80338,362.8
1170,40.173397,38.9,29.888702,31.51,0.9099069,1.16,10.3941765,9.78,11.518428,11.05,320.24493,321.7,3.4868894,3.74,252.33191,250.3
914,51.79522,52.0,22.614738,22.42,2.0660605,2.17,10.100744,10.47,11.999117,11.72,292.71115,294.4,5.0541935,5.06,218.67471,221.8
2113,27.773981,25.0,40.786148,40.0,0.42149287,0.51,6.295891,6.57,10.450289,8.32,462.46933,466.0,2.4407015,1.55,434.51028,434.1
2096,41.211685,44.5,27.86956,29.0,1.7623234,1.38,8.118096,9.2,12.069908,11.45,372.5349,374.7,3.096047,2.59,353.10086,357.7
574,41.956493,42.8,28.28228,27.18,2.380433,1.52,9.838872,9.01,10.423213,10.67,303.59875,303.0,4.409847,3.56,216.45114,216.0
568,42.229694,42.7,28.221407,27.17,2.4865496,1.51,9.753658,9.01,10.303673,10.65,304.388,303.0,4.481066,3.53,216.50963,215.6
2035,43.99254,45.1,23.907314,24.0,2.01215,1.63,6.0154347,8.37,10.490709,10.36,365.02423,364.5,3.9371986,3.47,347.8389,343.8
902,46.73421,47.7,24.338928,23.26,1.5248479,1.91,9.04999,9.5,11.034305,10.95,299.7746,299.4,4.81789,4.67,225.7162,226.1
2069,28.620958,27.4,35.422134,33.0,0.8865705,0.68,3.9557633,6.01,9.303413,7.81,440.58188,437.1,3.2003696,1.99,417.2296,414.7
1895,47.52177,49.1,25.789473,26.97,1.6687666,1.61,9.732455,9.88,11.562824,12.21,350.53995,354.0,3.0697598,3.01,329.48935,331.7
870,60.197964,59.7,18.955654,17.45,2.5146158,2.91,10.29004,10.19,12.604905,11.58,291.4909,290.6,5.7920675,5.61,222.68336,220.5
2128,30.293966,31.7,37.557438,37.96,0.7477603,0.74,7.771342,7.98,11.6206455,10.03,427.05576,429.5,2.2102842,1.68,401.53128,403.6
708,49.85729,45.8,23.580837,23.08,2.2657037,1.75,9.440531,9.35,11.064323,10.41,298.28836,296.6,5.1562343,4.07,220.33907,220.0
1079,61.934647,61.0,18.21386,18.64,2.6305757,2.84,11.037254,10.91,13.050826,12.31,287.4842,292.2,5.50221,5.24,225.2918,230.0
2114,28.114275,25.2,40.878258,40.0,0.44277447,0.52,6.302374,6.52,10.5089035,8.3,464.8165,465.2,2.4793189,1.52,436.79697,433.4
